 id_departamento;id_localidad;numero;cue;anexo;funcion;region;domicilio;cp;ambito;web;email_inst;nombre;tel
11;63;185;2600260;0;Activo;4;Federicci 780, San Pablo ;(U9103);Urbano;No posee;escuela185@hotmail.com;AYLLÚ PIUQUÉ;4481109/4482859
3;38;188;2600027;0;Activo;3;Escuela Multinivel Nº 188 ;(U9200);Rural Disperso;No posee;uem188riopercy@gmail.com;ESCUELA Nº 188;455338
11;66;189;2600046;0;Activo;4;Scalabrini Ortíz 1750, Etchepare ;(U9100);Urbano;No posee;escuela189ch@gmail.com;MAESTRO ALEJANDRO DEL VALLE;4420748
11;60;190;2600324;0;Activo;4;Machuca González 151, Playa Unión ;(U9103);Urbano;No posee;sin informacion;PUERTAS AL MAR;4498151
3;24;191;2600419;0;Activo;3;Ricardo Balbín , 54 viviendas ;(U9201);Rural Aglomerado;No posee;191escuela@gmail.com;ESCUELA Nº 191;494098
1;17;192;2600372;0;Activo;2;Malaspina , VEPAM ;(U9120);Urbano;No posee;escuela192malaspina@gmail.com;MANUEL DEL VILLAR;4455349
1;17;193;2600393;0;Activo;2;San Martín 1904, Luis Piedrabuena ;(U9120);Urbano;No posee;veleromimosa193@hotmail.com;VELERO MIMOSA;4454818
15;12;194;2600020;0;Activo;1;callejon de pozas;(U9211);Rural Aglomerado;No posee;sin informacion;ESCUELA Nº 194;4499085
11;66;195;2600322;0;Activo;4;Saavedra 69, San Martín ;(U9100);Urbano;No posee;escuela195heroesargentinos@hotmail.com;HÉROES DE MALVINAS;4426585
11;66;196;2600320;0;Activo;4;Gobernador Eugenio Tello 985, Luz y Fuerza ;(U9100);Urbano;No posee;escuela196@gmail.com;13 DE JULIO;4420525
14;81;197;2600407;0;Activo;6;Dr. Manuel Sueiro 1166, Divina Providencia ;(U9000);Urbano;No posee;escuela197cr@yahoo.com.ar;CENTINELA DE LA PATRIA;4550707
14;81;198;2600003;0;Activo;6;Clarín 834, Pueyrredón ;(U9000);Urbano;No posee;esc198@gmail.com;LÍA GEORGINA LÓPEZ;4460709
11;66;199;2600156;0;Activo;4;Mitre 121, Centro ;(U9100);Urbano;No posee;cientonoventaynueve@yahoo.com.ar;LUIS FELDMAN JOSÍN;4423596
3;27;200;2600448;0;Activo;3;Don Bosco 1450, Winther ;(U9200);Urbano;No posee;rucachill200@yahoo.com.ar;RUCA CHILLKATUN;454581
11;66;201;2600339;0;Activo;4;Los Cipreses 878, Los Aromos ;(U9100);Urbano;No posee;escuela201trelew@hotmail.com;DR. ATILIO O. VIGLIONES Nº 201;4426809
11;63;202;2600325;0;Activo;4;Ernesto Laporte 305, 490 viviendas sector norte- Área 25 ;(U9103);Urbano;No posee;escuela202@gmail.com;JULIAN MURGA;4481099
14;81;203;2600449;0;Activo;6;Rubén Darío 320, Restinga Alí ;(U9003);Urbano;No posee;escuela203chubut@gmail.com;PROF. JOSÉ MANUEL ESTRADA;4535596
14;81;204;2600428;0;Activo;6;Francina Girardez , Centro ;(U9000);Urbano;No posee;escuelaperitomoreno204@hotmail.com;PERITO MORENO;4470392
3;27;205;2600423;0;Activo;3;Alsina 1047, Don Bosco ;(U9200);Urbano;No posee;costarica_205@hotmail.com;REPÚBLICA DE COSTA RICA;452310
11;66;206;2600426;0;Activo;4;Pellegrini 390, Centro ;(U9100);Urbano;No posee;escmariacurie@hotmail.com;MARIA CURIE;4426785
11;66;207;2600494;0;Activo;4;Mamel 4266, I.N.T.A. ;(U9100);Urbano;No posee;escuela.207@hotmail.com;ESCUELA Nº 207;4446410
3;41;208;2600495;1;Activo;3;Lote Nº 19- Sector J;(U9203);Rural Disperso;No posee;escuelaparalavida@hotmail.com;ANEXO ESCUELA 208;15418662
3;41;208;2600495;0;Activo;3;Lote Nº 19- Sector J;(U9203);Rural Disperso;No posee;escuelaparalavida@hotmail.com;ESCUELA PARA LA VIDA;15418662
14;81;209;2600512;0;Activo;6;Calle N° 552 al) , San Cayetano (U9000);(U9000);Urbano;No posee;escuela209@yahoo.com.ar;SAN CAYETANO;4473118
3;27;210;2600518;0;Activo;3;Avda. Holdich 1051, Badén ;(U9200);Urbano;No posee;escuela210@yahoo.com.ar;ESCUELA Nº 210;454400
14;81;211;2600519;0;Activo;6;Rementería 2810, Isidro Quiroga ;(U9000);Urbano;No posee;escuela.211@hotmail.com;ESCUELA Nº 211;4481802
6;49;212;2600520;0;Activo;4;Lote Nº14- Frac.B- Secc.I-I ;(U9121);Rural Disperso;No posee;esc212escorial@hotmail.com;ESCUELA Nº 212;
1;17;213;2600521;0;Activo;2;Santiago del Estero 1051, Gobernador Fontana ;(U9120);Urbano;No posee;escuela_213@hotmail.com;MARI MARI CANAI;4454748
11;66;216;2600565;0;Activo;4;Mamel 4286, INTA ;(U9100);Urbano;No posee;escuela216tw@hotmail.com;ESCUELA Nº 216;4446660
14;83;217;2600584;0;Activo;6;Onas 175;(U9001);Urbano;No posee;escuela217radatilly@gmail.com;CIUDAD DE RADA TILLY;4451295
14;81;218;2600628;0;Activo;6;Andrés Chazarreta 1340, Máximo Abásolo ;(U9000);Urbano;No posee;escuelaevaperon218@gmail.com;EVA PERÓN;4466664
1;17;219;2600663;0;Activo;2;Río Mayo 1325, Pujol II ;(U9120);Urbano;No posee;escuela219ptomadryn@hotmail.com;ESCUELA Nº 219;4454038
11;66;220;2600676;0;Activo;4;Cacique Nahuelquir 1150, Belgrano ;(U9100);Urbano;No posee;escuela220@hotmail.com;ESCUELA Nº 220;4423030
14;81;221;2600722;0;Activo;6;Laguna Blanca 320, Standart Norte ;(U9000);Urbano;No posee;escuela221@yahoo.com.ar;ESCUELA Nº 221;4535350
1;17;222;2600734;0;Activo;2;Albarracín , Presidente Perón ;(U9120);Urbano;No posee;escuela222pm@yahoo.com;ESCUELA PROVINCIAL Nº 222;4945165
15;7;223;2600741;0;Activo;1;Los Duraznos 220, Cumehue ;(U8431);Urbano;No posee;escuela223@gmail.com;ESCUELA Nº 223;4471317
11;66;224;2600754;0;Activo;4;Jhon Murray Thomas 1366, Santa Catalina ;(U9100);Urbano;No posee;esc224jornadacompleta@gmail.com;Escuela Nº 224;4775108
14;81;301;2600244;0;Activo;6;Santa Cruz 370, 9 de Julio ;(U9000);Urbano;No posee;eschosp301@hotmail.com - escuelahospitalaria301@gmail.com;"ESCUELA HOSPITALARIA Y DOMICILIARIA ""DR. RICARDO GUTIÉRREZ""";4482339
14;81;302;2600069;0;Activo;6;Ramón Lista 2150, General Mosconi- Km. 3 ;(U9005);Urbano;No posee;ehyd302@gmail.com;"ESCUELA HOSPITALARIA Y DOMICILIARIA ""DR. ATILIO REBELLO""";4550297
11;66;303;2600103;0;Activo;4;Avda. Colombia , Centro ;(U9100);Urbano;No posee;esc303hdom@yahoo.com.ar;ESCUELA HOSPITALARIA Y DOMICILIARIA Nº 303;4428987
3;27;304;2600181;0;Activo;3;25 de Mayo 150, Jorge Newbery ;(U9200);Urbano;No posee;escuela_304@yahoo.com.ar;ESCUELA HOSPITALARIA Y DOMICILIARIA Nº 304;453428
1;17;305;2600203;0;Activo;2;Roberto Gómez 383, Don Bosco ;(U9120);Urbano;No posee;escuela305@gmail.com;"ESCUELA HOSPITALARIA Y DOMICILIARIA ""DR. ANDRÉS ISOLA""";4453238/4455792
11;63;306;2600450;0;Activo;4;Avda. Teniente Coronel Julián Murga , 2 de Abril ;(U9103);Urbano;www.chubut.edu.ar/instituciones/306;escuela306@yahoo.com.ar;ESCUELA HOSPITALARIA Y DOMICILIARIA Nº 306;4484553
13;79;307;2600496;0;Activo;5;Fontana 555, Centro ;(U9020);Urbano;No posee;escuelahyd307@yahoo.com.ar;ESCUELA HOSPITALARIA Y DOMICILIARIA Nº 307;4898351
15;12;308;2600775;0;Activo;1;Camino De La cruz , Las Golondrinas ;(U9211);Urbano;No posee;escuela308@gmail.com;ESCUELA DOMICILIARIA Y HOSPITALARIA Nº 308;4473127
11;63;401;2600098;0;Activo;4;Gregorio Mayo 253, Centro ;(U9103);Urbano;No posee;escueladenivelinicial401@yahoo.com.ar;ROSARIO VERA PEÑALOZA;4481679
11;63;401;2600098;2;Activo;4;Rivadavia 755, Centro ;(U9103);Urbano;No posee;escueladenivelinicial401@yahoo.com.ar;Anexo Escuela Nº 401;4482357
14;81;402;2600053;0;Activo;6;Santa Lucía , General Mosconi ;(U9005);Urbano;No posee;juanamanso402@gmail.com;JUANA MANSO;4557971
14;81;403;2600384;0;Activo;6;Rivadavia 560, Centro ;(U9000);Urbano;No posee;trencito403@gmail.com;DOMINGO FAUSTINO SARMIENTO;4464047
11;63;404;2600259;0;Activo;4;Av. Tte. Cnel. Julian Murga , 490 viviendas sector norte ;(U9103);Urbano;No posee;escueladenivelinicial404@hotmail.es;HUENNIHUEN;4485138
11;63;404;2600259;2;Activo;4;Congreso Nacional , área 16 ;(U9103);Urbano;No posee;escueladenivelinicial404@hotmail.es;ESCUELA DE NIVEL INICIAL N 404HUENNIHUEN;4484005
11;63;404;2600259;1;Activo;4;Payró , CO.VI.RA. ;(U9103);Urbano;No posee;escueladenivelinicial404@hotmail.es;HUENNIHUEN;4483992
11;66;405;2600302;0;Activo;4;Carlos Gardel , San Martín ;(U9100);Urbano;jardin405@hotmail.com;jardin405@hotmail.com;Escuela de Nivel Inicial Nº 405;4421002
11;66;405;2600302;2;Activo;4;Avellaneda , San Martín ;(U9100);Urbano;No posee;jardin405@hotmail.com;ESCUELA DE NIVEL INICIAL N° 405;4438575
14;81;406;2600310;0;Activo;6;Salta 365, 9 de Julio ;(U9000);Urbano;No posee;peumayen_406@hotmail.com;PEUMAYEN;4440931
14;83;407;2600243;0;Activo;6;Fragata Hércules 37;(U9001);Urbano;No posee;jardin407@gmail.com;Escuela de Nivel Inicial Nº 407;4452557
14;81;408;2600212;0;Activo;6;Juan José Paso 351, Próspero Palazzo ;(U9000);Urbano;No posee;jardin_408@live.com.ar;RUKA AIFIÑ;4548814
3;27;409;2600074;0;Activo;3;Roggero , Malvinas Argentinas ;(U9200);Urbano;No posee;jardin409esquel@gmail.com;ESCUELA DE NIVEL INICIAL Nº 409;453953
1;17;410;2600421;0;Activo;2;Bartolomé Mitre 581, Centro ;(U9120);Urbano;No posee;jardin410@hotmail.com;WOLF SCHOLNIK;4457764
13;79;411;2600278;0;Activo;5;ALBERDI 145, CENTRO ;(U9020);Urbano;No posee;escueladenivelinicial411@outlook.com;ESCUELA DE NIVEL INICIAL Nº 411;4893799
11;66;412;2600008;0;Activo;4;México 787, Malvinas Argentinas ;(U9100);Urbano;No posee;jardin4122013@gmail.com;ESCUELA DE NIVEL INICIAL Nº 412;4431554 - 4421814
11;66;412;2600008;2;Activo;4;Cacique Nahuelquir 1240, Manuel Belgrano ;(U9100);Urbano;No posee;jardin4122013@gmail.com;ANEXO ESCUELA Nº 412;4431554/4426437
14;81;413;2600016;0;Activo;6;José Rementeria , Isidro Quiroga ;(U9000);Urbano;No posee;jardin413@gmail.com;Escuela de Nivel Inicial Nº 413;4481857
3;27;414;2600073;0;Activo;3;Bartolomé Mitre 146, Matadero ;(U9200);Urbano;No posee;sin informacion;PATRICIA RAQUEL ÁLVAREZ;455504
5;52;415;2600294;0;Activo;4;Azopardo 224, Gaiman Nuevo ;(U9105);Urbano;No posee;escueladenivelinicial415@hotmail.com;MAIR AP IWAN DE ROBERTS;4491160
14;81;416;2600327;0;Activo;6;Avenida Gutierrez 601, Presidente Ortiz KM 5 ;(U9001);Urbano;No posee;e416.chubut@gmail.com;ESCUELA DE NIVEL INICIAL Nº 416;4559231
14;81;417;2600328;0;Activo;6;El Salvador , Laprida ;(U9001);Urbano;No posee;eni417heroesdeargentina@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 417;4560465
12;71;418;2600232;0;Activo;5;FONTANA 24;(U9033);Rural Aglomerado;No posee;escni418ars@hotmail.com;"""MONICA MAIN"" Nº 418";497134
12;78;419;2600229;0;Activo;5;Hipólito Irigoyen 14;(U9030);Urbano;No posee;jardin419riomayo@gmail.com;"""ANTU KALEW"" Nº 419";420250
15;84;420;2600021;1;Activo;1;Ruta Provincial Nº 70;(U9210);Rural;No posee;jardin420.elmaiten@gmail.com;ESCUELA DE NIVEL INICIAL Nº 420;495395
15;8;420;2600021;0;Activo;1;Pasaje Río Negro;(U9210);Rural;No posee;jardin420.elmaiten@gmail.com;ESCUELA DE NIVEL INICIAL Nº 420;495446
14;81;421;2600088;0;Activo;6;Doctor Tejo 855, Pueyrredón ;(U9000);Urbano;No posee;jardin421@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 421;4483560
3;41;422;2600179;0;Activo;3;Domingo Faustino Sarmiento 58;(U9203);Urbano;No posee;jardin422@hotmail.com.ar;MARTHA SALOTTI;480467
11;66;423;2600391;0;Activo;4;Nicaragua , Primera Junta ;(U9100);Urbano;No posee;jardin423tw@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 423;4426579
14;81;424;2600066;0;Activo;6;Código 478 342, Abel Amaya ;(U9000);Urbano;No posee;e424.chubut@gmail.com;ESCUELA DE NIVEL INICIAL Nº 424;4482391 - 4487667
11;66;425;2600101;0;Activo;4;Love Parry 438, Villa Italia ;(U9100);Urbano;No posee;jardin425@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 425;4427865
14;81;426;2600090;0;Activo;6;Huergo 3800, San Martín ;(U9000);Urbano;No posee;eni426-chubut@hotmail.com / e426-chubut@gmail.com;"ESCUELA DE NIVEL INICIAL N°426 ""HUELLITAS SUREÑAS""";4441820/4473712
11;66;427;2600331;0;Activo;4;Além 240, Alberdi ;(U9100);Urbano;No posee;jaukantu@yahoo.com.ar;427 Aukantü;4425493-4425135
14;81;428;2600287;0;Activo;6;Alvear 945, Centro ;(U9000);Urbano;No posee;eni428@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 428;4472362
11;66;429;2600297;0;Activo;4;Gobernador Tello , Luz y Fuerza ;(U9100);Urbano;No posee;sin informacion;KIMIL AYELEN;4427534
11;66;429;2600297;1;Activo;4;Lezana Norte , Tiro Federal ;(U9100);Urbano;No posee;jardin429@hotmail.com;ANEXO ESCUELA Nº 429;4422092
1;17;430;2600371;0;Activo;2;Comodoro Martín Rivadavia , Roca ;(U9120);Urbano;No posee;jardin430@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 430;4454501
11;66;431;2600382;0;Activo;4;Marconi 1324, San José ;(U9100);Urbano;No posee;jardin431@gmail.com;MAPU PEÑI;4429428
5;48;432;2600261;0;Activo;4;J.J. Williams;(U9107);Urbano;No posee;escuelanivelinicial432@hotmail.com;VUELTA DEL RIO;4492042/4492054
5;42;432;2600261;1;Activo;4;Ruta Provincial Nº10- Chacra Nº139;(U9107);Urbano;No posee;escuelanivelinicial432@hotmail.com;ANEXO ESCUELA Nº 432;4492042/4492054
11;66;433;2600299;0;Activo;4;Cacique Foyel 380, Patagonia Norte ;(U9100);Urbano;No posee;escuela433@hotmail.com;AMUYEN;154727528
11;66;433;2600299;1;Activo;4;Pablo Neruda , Planta de gas ;(U9100);Urbano;No posee;escuela433@hotmail.com;AMUYEN;4433735
1;17;434;2600422;0;Activo;2;Santiago del Estero 1051, Roque González ;(U9120);Urbano;No posee;jardin434puertomadryn@yahoo.com.ar;PEWMA WE;4454499
14;81;435;2600089;0;Activo;6;Providencia 1571, Quirno Costa ;(U9000);Urbano;No posee;e.n.i.435@hotmail.com.ar;ESCUELA DE NIVEL INICIAL Nº 435;4476511- 4476708
3;27;436;2600424;0;Activo;3;Don Bosco 170, Buenos Aires ;(U9200);Urbano;No posee;nivelinicial436@gmail.com;ESCUELA DE NIVEL INICIAL N° 436;452786
11;66;437;2600427;0;Activo;4;Carlos Pellegrini 390, Centro ;(U9100);Urbano;No posee;escmariacurie@hotmail.com;MARIA CURIE;4425003
11;66;437;2600427;1;Activo;4;28 de Julio 19, Centro ;(U9100);Urbano;No posee;jardin437@live.com;"ANEXO ESCUELA Nº 437 ""MARIA CURIE""";4424679
14;81;438;2600487;0;Activo;6;Saturnino López , Stella Maris ;(U9000);Urbano;No posee;escuelanivelinicial438@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 438;4485268
14;81;439;2600488;3;Activo;6;Rubén Darío 320, Restinga Alí ;(U9000);Urbano;No posee;mijardin439@gmail.com;ANEXO JARDÍN DE INFANTES N° 439;4535596
14;81;439;2600488;0;Activo;6;Rita Barrera , Parque Km. 8 ;(U9000);Urbano;No posee;mijardin439@gmail.com;ESCUELA DE NIVEL INICIAL Nº 439;4535602
14;81;440;2600492;0;Activo;6;Rivadavia 2190, Jorge Newbery ;(U9000);Urbano;No posee;eni440.chubut@gmail.com;PUERTA DEL SOL;4478460
11;63;441;2600497;0;Activo;4;Guillermo Federicci 780, San Pablo ;(U9103);Urbano;No posee;eni441maternal@gmail.com;ESCUELA DE NIVEL INICIAL Nº 441;4485446
11;66;442;2600498;0;Activo;4;Capitán Elsgood 52, Corradi ;(U9100);Urbano;No posee;jardin442@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 442;4426839
11;66;443;2600493;0;Activo;4;Pascual Daleoso 3566, Abel Amaya ;(U9100);Urbano;No posee;escuelanivelinicial443@yahoo.com.ar;ESCUELA DE NIVEL INICIAL Nº 443;4446222
11;66;443;2600493;1;Activo;4;Pascual Daleoso 3670, Abel Amaya ;(U9100);Urbano;No posee;escueladenivelinicial443@yahoo.com.ar;ANEXO ESCUELA Nº 443;4446112
3;27;444;2600489;0;Activo;3;Avda. Holdich 770, Badén ;(U9200);Urbano;No posee;jardin_444@hotmail.com.ar;ESCUELA DE NIVEL INICIAL Nº 444;456662
15;2;445;2600499;0;Activo;1;Los Maitenes;(U9217);Rural Aglomerado;No posee;jardin445cholila@gmail.com;ESCUELA DE NIVEL INICIAL Nº 445;498035
15;12;446;2600500;2;Activo;1;Paraje La Isla , La Isla ;(U9211);Rural Disperso;No posee;jardin446lpuelo@yahoo.com.ar;ANEXO ESCUELA Nº 446;4499185
15;12;446;2600500;1;Activo;1;Ruta Nº 16 - Paraje Entre Ríos;(U8431);Rural Disperso;No posee;jardin446lpuelo@yahoo.com.ar;ANEXO ESCUELA Nº 446;4499173
15;12;446;2600500;0;Activo;1;Remigio Nogues , Centro ;(U9211);Rural Disperso;No posee;sin informacion;"""BOSQUE DORADO"" N° 446";4499007
14;81;447;2600513;0;Activo;6;Avda. Polónia 2100, San Cayetano ;(U9000);Urbano;No posee;escueladenivelinicial447@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 447;4473109
1;17;448;2600522;0;Activo;2;Domeq García 645, Inmigrantes ;(U9120);Urbano;No posee;esc448pc@yahoo.com.ar;PICHI PIUQUE;4451631
1;17;449;2600523;0;Activo;2;Necochea , V.E.P.A.M. ;(U9120);Urbano;No posee;escuela449@hotmail.com.ar;WEÑIHUE;4471575
3;27;450;2600524;0;Activo;3;Los Ángeles , Badén I ;(U9200);Urbano;No posee;escuela450@hotmail.com.ar;ESCUELA DE NIVEL INICIAL Nº 450;450132
11;66;451;2600525;0;Activo;4;Pascual Daleoso 4319, Inta ;(U9100);Urbano;No posee;jardin451@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 451;4446823
11;66;451;2600525;1;Activo;4;Trevelin Norte 736, Inta ;(U9100);Urbano;No posee;jardin451@hotmail.com;ANEXO ESCUELA Nº451;4446300
11;66;452;2600526;0;Activo;4;Teniente García 1419, Etchepare ;(U9100);Urbano;No posee;escuela452liwen@hotmail.com;LIWEN;4425772-4423330
15;7;453;2600536;0;Activo;1;Paseo Frutillas;(U9211);Rural Disperso;No posee;escuelani453@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 453;4471109
3;24;454;2600543;0;Activo;3;Hipólito Irigoyen , 30 Viviendas ;(U9204);Rural Aglomerado;No posee;sin informacion;"""LOS CONDORES"" N° 454";494005
3;27;455;2600547;0;Activo;3;Pasaje Santa Cruz , Ceferino Namuncurá ;(U9200);Urbano;No posee;escuela455ceferino@gmail.com;ESCUELA DE NIVEL INICIAL N° 455;451620
4;29;456;2600548;0;Activo;3;Domingo Faustino Sarmiento;(U9223);Urbano;No posee;escdenivelinicial456@gmail.com;VALLE DEL GENOA;491134
1;17;457;2600544;1;Activo;2;Tierra del Fuego , Gobernador Fontana ;(U9120);Urbano;No posee;pm_jardin457@hotmail.com;ANEXO ESCUELA Nº 457;4457923
1;17;457;2600544;0;Activo;2;Rosales 61;(U9120);Urbano;No posee;pm_jardin457@hotmail.com;ESCUELA DE NIVEL INICIAL N° 457;4455196
4;31;458;2600587;0;Activo;3;Domingo Faustino Sarmiento 68;(U9220);Rural;No posee;escni_458_jsm@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 458;496246
11;63;459;2600592;0;Activo;4;Los Álamos 171, 3 de Abril ;(U9103);Urbano;No posee;eni459@hotmail.com /eljardindegweneira459@gmail.com;EL JARDIN DE GWENEIRA;4496314
13;79;460;2600619;0;Activo;5;Angel Gilabet 245, De Los pioneros ;(U9020);Urbano;No posee;enitutumaramba460@hotmail.com;TUTÚ MARAMBA;4896260
13;79;460;2600619;1;Activo;5;Nicanor Alvarez 1150, B° Progreso ;(U9020);Urbano;No posee;enitutumaramba460@hotmail.com;ANEXO ESC. DE NIVEL INICIAL Nº 460;4896260
1;17;461;2600625;0;Activo;2;Dorrego 1152, Gobernador Galina TRE) (U9120);(U9120);Urbano;No posee;escueladenivelinicial461@gmail.com;ESCUELA DE NIVEL INICIAL Nº 461;4457933
1;17;462;2600632;0;Activo;2;San Martín 1904, Luis Piedrabuena ;(U9120);Urbano;No posee;esc_462_madryn@yahoo.com.ar;ESTRELLITAS DEL SUR;4458498
14;81;463;2600633;0;Activo;6;Punta Borjas 300, Standart Centro- KM 8 ;(U9005);Urbano;No posee;jardin463@gmail.com;ESCUELA DE NIVEL INICIAL Nº 463;4536537
1;17;464;2600634;0;Activo;2;Trevelín 1285, Pujol II ;(U9120);Urbano;jardin464@hotmail.com.ar;jardin464@hotmail.com.ar;ESCUELA DE NIVEL INICIAL Nº 464;4470940
14;81;465;2600635;0;Activo;6;Avda. Pieregnoli 1450, Máximo Abásolo ;(U9000);Urbano;No posee;sin informacion;ESCUELADE NIVEL INICIAL Nº 465;4474901
2;40;466;2600662;0;Activo;3;Avda. San Martín;(U9201);Rural Aglomerado;No posee;escuelanivelinicial466@gmail.com;ESCUELA DE NIVEL INICIAL Nº 466;493110
14;81;467;2600664;0;Activo;6;Perito Moreno , Centro ;(U9000);Urbano;No posee;escueladenivelinicial467@gmail.com;ESCUELA DE NIVEL INICIAL Nº 467;4479301
11;66;468;2600665;0;Activo;4;Colombia , Centro ;(U9100);Urbano;No posee;enijardin468@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 468;4435987
11;66;468;2600665;1;Activo;4;Moreno Norte , Don Bosco ;(U9100);Urbano;No posee;enijardin468@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 468;4428806
3;27;469;2600680;0;Activo;3;Libertad , Malvinas Argentinas ;(U9200);Urbano;No posee;escuela469esquel@gmail.com;ESCUELA DE NIVEL INICIAL Nº469;451423
3;27;470;2600681;0;Activo;3;Gaffetti , 28 de Junio ;(U9200);Urbano;No posee;escuela470esquel@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 470;453439
11;66;471;2600682;0;Activo;4;25 de mayo 946, Democracia Argentina ;(U9200);Urbano;No posee;escuela471trelew@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 471;4428175
14;81;472;2600687;1;Activo;6;Tres Sargentos 3255, Juan XXIII ;(U9000);Urbano;No posee;eni_472@outlook.com;ANEXO ESCUELA Nº 472;4482172
14;81;472;2600687;0;Activo;6;Crónica 1070, San Isidro Labrador ;(U9000);Urbano;No posee;eni472@outlook.com;ESCUELA DE NIVEL INICIAL Nº 472;4441085
7;44;473;2600707;0;Activo;4;Sarmiento;(U9111);Rural Aglomerado;No posee;jardin473@hotmail.es;ESCUELA DE NIVEL INICIAL Nº 473;4963031
14;81;474;2600708;0;Activo;6;Funciona detras de la Escuela Nº 44 ;(U9000);Urbano;No posee;e474.chubut@gmail.com;ESCUELA DE NIVEL INICIAL Nº 474;4549182
1;17;475;2600726;0;Activo;2;Domecq García Norte 385, Barrancas del Golfo ;(U9120);Urbano;No posee;jardin-475@hotmail.com;ESCUELA DE NIVEL INICIAL Nº 475;4456210
15;9;476;2600727;0;Activo;1;Avda. Los Cóndores 1610, Alto ;(U9211);Rural Aglomerado;No posee;eni476@yahoo.com.ar;ESCUELA DE NIVEL INICIAL Nº 476;499543
8;59;477;2600728;0;Activo;4;11 de Diciembre;(U9207);Rural Aglomerado;No posee;jardin4772017@gmail.com;ESCUELA DE NIVEL INICIAL Nº 477;4497219
3;41;478;2600733;0;Activo;3;Roggero 5;(U9203);Urbano;No posee;escuelani478trevelin@yahoo.com- escuelanivelinicial478@gmail.com;ESCUELA DE NIVEL INICIAL Nº 478;480816
11;66;479;2600740;0;Activo;4;2 de Abril , Santa Catalina ;(U9100);Urbano;Jardin cuatro siete nueve Facebook;escueladenivelinicial479@outlook.com;ESCUELA DE NIVEL INICIAL Nº 479;4775186
1;17;480;2600761;0;Activo;2;Santa Cruz , Gobernador Fontana ;(U9120);Urbano;No posee;escuela480pm@hotmail.com;ESCUELA DE NIVEL INICIAL Nº480;4454533
14;81;481;2600767;0;Activo;6;;;Urbano;No posee;escuela481.chubut@gmail.com;ESCUELA DE NIVEL INICIAL Nº481;4440996
1;17;482;2600780;0;Activo;2;Patricias Argentinas 986, Ruca Hue ;(U9120);Urbano;No posee;Enivelinicial482@yahoo.com - escuelanivelinicial482@gmail.com;CRECER JUNTOS Nº 482;4456198
14;81;483;2600781;0;Activo;6;IGNACIO RUCCI 1581, MAXIMO ABASOLO ;(U9000);Urbano;No posee;eni489tw@gmail.com;ESCUELA DE NIVEL INICIAL;4440372
15;1;484;2600791;0;Activo;1;Ruta Provincial 16, CERRO RADAL ;(U9211);Rural;No posee;eni489tw@gmail.com;ESCUELA DE NIVEL INICIAL;499179
14;81;485;2600792;0;Activo;6;Independencia y Boulevar Ameghino , Ciudadela ;(U9000);Urbano;e.485.chubut@gmail.com;e.485.chubut@gmail.com;ESCUELA DE NIVEL INICIAL Nº485;4549353
1;17;486;2600793;0;Activo;2;Villarino y San Luis 987, Bahía Nueva ;(U9120);Urbano;No posee;eni489tw@gmail.com;ESCUELA DE NIVEL INICIAL;775120
1;17;487;2600794;0;Activo;2;Capitan Marzullo 971, Presidente Perón ;(U9120);Urbano;No posee;sin informacion;ESCUELA DE NIVEL INICIAL AYÜN;4220214
14;81;488;2600795;0;Activo;6;La Razón 1650, Pueyrredón ;(U9000);Urbano;No posee;eni489tw@gmail.com;ESCUELA DE NIVEL INICIAL;4485259
11;66;489;2600796;0;Activo;4;Las Araucarias , Los Aromos ;(U9100);Urbano;No posee;eni489tw@gmail.com;ESCUELA DE NIVEL INICIAL;4426658
11;66;490;2600797;0;Activo;4;Pellegrini y San Martin;(U9100);Urbano;No posee;eni489tw@gmail.com;ESCUELA DE NIVEL INICIAL;4425003
11;66;490;2600797;1;Activo;4;Rio Senguer, Entre Paso , Abel Maya ;(U9100);Urbano;No posee;eni490vespertinotrelew@gmail.com;ESCUELA DE NIVEL INICIAL N°490;4425003
14;81;491;2600798;0;Activo;6;Margarita C. de Abad , Pte. Ortiz - Km.5 ;(U9000);Urbano;No posee;eni489tw@gmail.com;ESCUELA DE NIVEL INICIAL;4559501
11;66;492;2600804;0;Activo;4;Marconi y Fuerte Viejo , Los Sauces ;(U9100);Urbano;No posee;492jardin@gmail.com;ESCUELA DE NIVEL INICIAL N° 492;4590976
